,t0,dt0,month,lon,lat,inversion_strength,inversion_height,low_level_stability,rh_sub_850,surf_wind_velocity,wind_shear,dt_
260,-24.476997,2020-03-25 04:55:12.419000+00:00,3,14.549742258371467,86.14258003014456,9.918922,928.75433,9.074066,0.2394803,7.582303,4.329466,2020-03-25 04:55:12.419
264,-35.88919,2020-03-01 10:55:24.641000+00:00,3,31.394899041723136,88.22344709616868,8.900833,507.7755,8.071579,0.30256867,2.9028037,1.1959188,2020-03-01 10:55:24.641
265,-37.601257,2020-03-09 16:53:10.689000+00:00,3,23.999909740362423,87.85811560780141,10.919815,1165.8059,10.564362,0.2687441,7.179266,4.1008654,2020-03-09 16:53:10.689
266,-28.511963,2020-03-23 17:01:59.895000+00:00,3,15.791998269907573,86.20842062696705,28.927612,30369.959,8.505844,0.20609048,4.7843943,-2.1105425,2020-03-23 17:01:59.895
268,-37.4588,2020-03-02 04:50:26.349000+00:00,3,31.218834119972303,88.1992364982098,9.563507,809.2947,9.064331,0.2863319,3.8740482,-1.413486,2020-03-02 04:50:26.349
269,-38.065086,2020-03-10 16:54:01.991000+00:00,3,24.906176921514295,87.71355926854932,11.225853,1170.6154,9.74762,0.2544963,5.887048,0.7246733,2020-03-10 16:54:01.991
270,-31.025726,2020-03-18 10:48:22.594000+00:00,3,12.131884161152556,86.69439690316244,6.3647156,733.0063,5.1161346,0.22448358,5.444546,2.879353,2020-03-18 10:48:22.594
271,-34.04106,2020-03-08 16:50:47.674000+00:00,3,24.779448346292877,87.99722850617124,9.589935,1582.6074,6.014221,0.1856617,3.371793,2.4001591,2020-03-08 16:50:47.674
272,-22.92601,2020-03-19 10:50:33.249000+00:00,3,13.223671997510676,86.54890742555155,8.280746,724.08417,7.597931,0.5009878,10.202096,12.662604,2020-03-19 10:50:33.249
273,-25.882843,2020-03-11 16:44:55.218000+00:00,3,23.89418494540293,87.64925034876602,2.423767,587.0651,1.4010925,0.7440844,9.208985,0.8480997,2020-03-11 16:44:55.218
275,-22.547241,2020-03-21 22:52:01.710000+00:00,3,15.515012509771408,86.23983193994447,3.0141296,1575.6674,1.0691986,0.28812957,5.883325,9.742846,2020-03-21 22:52:01.710
277,-35.291702,2020-03-03 10:50:49.890000+00:00,3,30.50813515019484,88.13610437905801,5.9285126,1122.812,6.8737183,0.2766722,3.0978086,1.639643,2020-03-03 10:50:49.890
280,-36.96495,2020-03-01 04:50:30.744000+00:00,3,31.410230546143826,88.23355702625648,10.349335,938.99554,9.509018,0.31587222,3.437402,-3.0315163,2020-03-01 04:50:30.744
281,-35.93988,2020-03-02 10:57:52.113000+00:00,3,31.08689775238763,88.18827732159069,7.115753,765.4919,5.844452,0.26538983,4.79455,-0.025660515,2020-03-02 10:57:52.113
284,-25.308228,2020-03-25 22:46:34.270000+00:00,3,13.331736643092864,86.06315089078448,11.822693,676.26746,11.7651825,0.21219428,6.504092,9.020475,2020-03-25 22:46:34.270
285,-26.165192,2020-03-26 16:55:10.575000+00:00,3,13.093406425095456,85.97051281795753,12.904755,1013.84515,12.35376,0.19970842,8.069847,1.5361824,2020-03-26 16:55:10.575
287,-26.641922,2020-03-26 22:58:42.779000+00:00,3,13.143108547779839,85.93140810822241,11.984238,1115.071,11.659927,0.21519575,12.815778,-3.9661207,2020-03-26 22:58:42.779
289,-31.508102,2020-03-06 04:54:02.900000+00:00,3,30.29534017347945,88.10102927154811,4.7587585,619.8457,3.4750366,0.2652268,7.498387,2.8900962,2020-03-06 04:54:02.900
290,-36.981827,2020-03-05 10:49:19.456000+00:00,3,30.816097610089432,88.09306351455244,10.578491,850.0893,8.764862,0.22065341,3.7955759,1.9737151,2020-03-05 10:49:19.456
292,-30.433563,2020-03-23 23:26:25.973000+00:00,3,15.727645545284274,86.20271540463106,21.089355,27951.734,9.36467,0.23064038,1.969556,2.4813108,2020-03-23 23:26:25.973
293,-36.600433,2020-03-05 04:54:30.243000+00:00,3,30.78856101056685,88.09059699128046,10.227203,861.6161,8.8736725,0.22673413,3.4537163,2.6533656,2020-03-05 04:54:30.243
294,-30.12593,2020-03-17 16:53:45.594000+00:00,3,12.202766816447292,86.7635096898661,4.8668213,739.4219,4.1078186,0.18503387,5.6031337,6.4988647,2020-03-17 16:53:45.594
295,-28.501526,2020-03-07 10:54:00.822000+00:00,3,26.842991849040818,88.06960763501125,3.3522034,1091.6416,2.8234406,0.23986149,6.2393613,2.8812795,2020-03-07 10:54:00.822
296,-27.047157,2020-03-16 16:49:06.055000+00:00,3,12.66290519418403,86.86594388508941,1.957344,1003.93317,1.8743134,0.26486278,7.487342,11.008193,2020-03-16 16:49:06.055
297,-36.372032,2020-03-04 04:53:09.893000+00:00,3,30.37694049801729,88.10488209011251,7.744072,628.4664,6.8796234,0.23985265,2.735661,2.8960247,2020-03-04 04:53:09.893
301,-26.694946,2020-03-27 16:48:35.272000+00:00,3,13.428230913931229,85.78145670972549,9.927155,564.1989,9.007477,0.32980806,15.500356,-2.7342386,2020-03-27 16:48:35.272
303,-31.132126,2020-03-24 16:59:39.867000+00:00,3,15.342987281213533,86.18437921263124,14.2747345,1434.5695,13.134567,0.2185652,6.6891994,-0.2253747,2020-03-24 16:59:39.867
306,-37.636215,2020-03-09 22:55:36.491000+00:00,3,24.1135958619887,87.82028971322379,11.385925,1246.0831,11.16066,0.66875833,12.1996,-1.3555956,2020-03-09 22:55:36.491
307,-29.847366,2020-03-31 04:50:43.813000+00:00,3,13.646491851656087,85.33347239636718,10.319397,817.8903,9.270493,0.25522768,7.404456,8.000755,2020-03-31 04:50:43.813
308,-22.592133,2020-03-28 04:55:29.197000+00:00,3,13.394308255964972,85.65682772615988,6.9311523,795.1415,6.2091064,0.2535171,11.157591,1.6055002,2020-03-28 04:55:29.197
310,-29.165886,2020-03-30 04:59:17.870000+00:00,3,13.159126910876282,85.37964000744864,9.810188,681.17267,8.492783,0.21445511,4.9451513,2.7896285,2020-03-30 04:59:17.870
311,-27.556824,2020-03-22 16:51:27.717000+00:00,3,15.782951820043303,86.22532615412743,10.005844,906.2038,9.433624,0.2783178,3.310287,2.4911451,2020-03-22 16:51:27.717
313,-24.833313,2020-03-29 05:00:20.247000+00:00,3,13.231837168027026,85.46546829946227,9.369324,926.34033,9.155853,0.7580388,8.803998,0.094498634,2020-03-29 05:00:20.247
314,-28.995811,2020-03-30 10:50:27.405000+00:00,3,13.193279864172231,85.3768858161694,8.927956,399.49857,7.9445343,0.2111932,3.6116323,5.03006,2020-03-30 10:50:27.405
316,-24.756012,2020-03-29 10:52:00.655000+00:00,3,13.21339126639799,85.43144647945245,8.810608,1054.4285,8.309479,0.25330693,8.324152,2.4954462,2020-03-29 10:52:00.655
317,-25.054153,2020-03-11 22:49:59.368000+00:00,3,23.20831429514825,87.62011178462105,1.7348785,1851.1538,0.36643982,0.27366292,9.013794,9.201014,2020-03-11 22:49:59.368
318,-23.383972,2020-03-19 23:10:12.238000+00:00,3,14.215510298801146,86.43220630700293,5.887451,1524.0626,4.842087,0.35975498,13.065202,2.7156878,2020-03-19 23:10:12.238
320,-28.675583,2020-03-12 23:14:39.317000+00:00,3,20.097265213699824,87.43340077108226,5.4338837,1300.298,4.8364105,0.32038736,14.385989,15.218198,2020-03-12 23:14:39.317
321,-26.629112,2020-03-20 16:53:49.671000+00:00,3,14.829506526125579,86.30694458363807,21.653465,30526.89,4.92453,0.14451335,5.948735,4.152338,2020-03-20 16:53:49.671
322,-24.339241,2020-03-25 10:55:02.190000+00:00,3,14.026313130469328,86.11623064947831,12.110725,782.71747,10.190414,0.22778283,20.53982,-12.572168,2020-03-25 10:55:02.190
323,-26.4691,2020-03-26 04:55:03.043000+00:00,3,13.171906280997375,86.0352109484482,11.781509,1288.6537,10.85939,0.18971008,7.9777694,3.5321565,2020-03-26 04:55:03.043
324,-28.817535,2020-03-06 22:51:52.445000+00:00,3,28.176309914366605,88.08952883535396,3.7998505,793.7578,2.25766,0.24801023,8.714612,2.975751,2020-03-06 22:51:52.445
325,-27.908127,2020-03-24 10:51:46.370000+00:00,3,15.571999119429748,86.19319756796764,14.749954,28578.572,7.811447,0.19747286,3.3397236,-2.4162855,2020-03-24 10:51:46.370
326,-36.4777,2020-03-05 22:51:36.883000+00:00,3,30.620200482341485,88.09975645674437,9.562889,868.23145,8.326126,0.22444703,7.415629,0.80738115,2020-03-05 22:51:36.883
328,-35.452705,2020-03-04 22:51:36.230000+00:00,3,30.724498296614364,88.09065482731201,8.787621,1372.862,9.180206,0.20305339,4.933632,1.8274174,2020-03-04 22:51:36.230
329,-30.192802,2020-03-24 04:54:56.496000+00:00,3,15.686256001747902,86.19876622837225,18.068352,28611.242,8.5781555,0.19348218,2.570269,1.6267514,2020-03-24 04:54:56.496
332,-27.026672,2020-03-26 10:52:41.526000+00:00,3,13.089793634560342,86.00481429853667,13.168304,1237.3414,13.190155,0.1875457,7.2532783,2.288712,2020-03-26 10:52:41.526
333,-36.30774,2020-03-01 22:42:14.813000+00:00,3,31.351083520826677,88.2080137493845,8.55249,783.2337,8.878708,0.30466932,3.204546,-2.9368782,2020-03-01 22:42:14.813
334,-27.567482,2020-03-23 04:54:37.722000+00:00,3,15.819872924240418,86.21661317562574,11.568947,29894.95,8.63736,0.2712392,2.1527395,-1.962095,2020-03-23 04:54:37.722
335,-25.41053,2020-03-31 16:52:42.079000+00:00,3,14.359167534282998,85.26241238679465,6.1673203,1192.3304,6.0925293,0.3181755,10.287249,15.457245,2020-03-31 16:52:42.079
337,-22.307747,2020-03-20 10:50:18.456000+00:00,3,14.771788505265157,86.3370065547593,1.5552444,1398.996,0.5863037,0.22749296,8.025131,13.267923,2020-03-20 10:50:18.456
338,-28.804062,2020-03-30 16:54:40.827000+00:00,3,13.282623000616182,85.37002721710596,8.152771,454.1312,6.680191,0.17867112,5.072469,6.5690637,2020-03-30 16:54:40.827
339,-23.970215,2020-03-22 04:55:17.837000+00:00,3,15.635493721692717,86.23269097303779,6.4544067,1330.648,3.7053375,0.29843894,4.5492125,10.031312,2020-03-22 04:55:17.837
340,-28.228958,2020-03-08 04:55:23.311000+00:00,3,25.417636702913274,88.03220212826716,3.015808,1571.4846,-1.2674713,0.20107666,4.071704,-2.3654866,2020-03-08 04:55:23.311
341,-34.366516,2020-03-02 22:38:25.120000+00:00,3,30.76386475964416,88.16283843929962,5.2722626,1101.9655,5.3933563,0.27919322,3.3549206,1.8256829,2020-03-02 22:38:25.120
342,-25.171982,2020-03-29 16:51:53.523000+00:00,3,13.17586647431254,85.40213674259437,8.383713,629.85187,7.7733917,0.23305042,8.018812,0.56210804,2020-03-29 16:51:53.523
344,-25.190163,2020-03-22 10:54:19.895000+00:00,3,15.707259678470662,86.22758185009917,7.6022263,1420.24,6.6131134,0.28244483,4.2428904,4.4732943,2020-03-22 10:54:19.895
345,-28.213928,2020-03-21 04:54:36.509000+00:00,3,15.091137353272396,86.26936428047085,7.8128967,1013.54834,7.246765,0.17041376,6.1961346,0.3610301,2020-03-21 04:54:36.509
346,-26.407852,2020-03-23 10:53:39.297000+00:00,3,15.80700711212872,86.21181446370215,21.947311,30535.676,6.8792267,0.25626603,1.1274564,0.51757944,2020-03-23 10:53:39.297
348,-36.960815,2020-02-29 22:42:21.231000+00:00,2,31.512236169687274,88.24817383567085,11.004501,961.4471,9.853897,0.28749752,4.1920896,-1.439256,2020-02-29 22:42:21.231
350,-25.213837,2019-12-11 22:51:32.993000+00:00,12,120.31779395712,86.59307261476508,11.399506,1389.38,11.398468,0.10591242,4.492627,-0.5457325,2019-12-11 22:51:32.993
352,-34.19655,2019-12-31 10:47:12.488000+00:00,12,117.87727983555737,86.58804271102048,10.90535,865.31354,10.6107025,0.2186275,2.9160347,3.2024827,2019-12-31 10:47:12.488
356,-31.785675,2019-12-31 04:53:04.144000+00:00,12,117.75659553329804,86.57959126820484,10.114792,1486.9874,8.974808,0.2658362,3.3982913,1.8225577,2019-12-31 04:53:04.144
357,-26.707382,2019-12-23 16:50:49.751000+00:00,12,113.26005994341826,86.63573376844731,12.852188,474.58835,10.361572,0.22632709,4.9980383,1.9941764,2019-12-23 16:50:49.751
363,-25.565292,2019-12-30 04:54:09.364000+00:00,12,116.44098082478976,86.613263437392,3.347702,1731.5955,3.0838776,0.29615304,7.2840123,-0.673141,2019-12-30 04:54:09.364
366,-18.577026,2019-12-16 22:53:24.620000+00:00,12,115.3971651651623,86.606259218196,6.647217,1629.7865,5.334137,0.24532984,4.1971455,9.7626095,2019-12-16 22:53:24.620
371,-30.997055,2019-12-27 16:55:00.795000+00:00,12,115.91995116750057,86.67931877942212,7.341919,1099.747,6.979126,0.21614014,2.3154535,-0.81526744,2019-12-27 16:55:00.795
372,-20.258759,2019-12-13 22:51:25.782000+00:00,12,118.74985599037831,86.60255456285492,8.597656,1103.8552,7.530884,0.31241637,1.5345238,4.6831813,2019-12-13 22:51:25.782
373,-26.828644,2019-12-22 10:52:05.608000+00:00,12,112.63571508489825,86.67224739399981,12.057709,1204.7798,11.629974,0.2422251,2.7328758,7.23046,2019-12-22 10:52:05.608
379,-21.99089,2019-12-23 04:54:44.285000+00:00,12,113.00571457769315,86.64926921824927,7.2649384,933.57086,6.233139,0.25252572,4.5483046,2.3296223,2019-12-23 04:54:44.285
382,-26.45697,2019-12-20 10:53:01.044000+00:00,12,112.59132826754,86.68018907894391,11.605591,1161.3842,10.703873,0.26288736,1.225808,4.505394,2019-12-20 10:53:01.044
385,-27.158768,2019-12-30 16:54:35.994000+00:00,12,117.20367830660233,86.58505499332172,6.3117676,1206.0815,6.1869507,0.25278836,6.9140573,-1.1465793,2019-12-30 16:54:35.994
386,-35.373154,2019-12-28 22:52:57.703000+00:00,12,115.64574996852436,86.66222413652999,11.065781,1001.4255,10.211746,0.23465928,3.0139318,1.3730307,2019-12-28 22:52:57.703
387,-19.725677,2019-12-21 10:53:49.376000+00:00,12,112.40771627413888,86.68806144748947,3.5934143,1400.3047,3.4487915,0.21838355,1.1666751,2.0905528,2019-12-21 10:53:49.376
389,-27.398445,2019-12-24 04:53:48.666000+00:00,12,113.64232634958293,86.62760530824973,12.167244,749.74506,10.962158,0.24172938,5.2451572,3.5195026,2019-12-24 04:53:48.666
391,-28.57219,2019-12-27 10:50:05.655000+00:00,12,115.96133379931905,86.67883139149058,5.7534027,1301.7921,6.7030487,0.23025782,1.9524422,1.3800099,2019-12-27 10:50:05.655
392,-15.325043,2019-12-03 22:52:26.900000+00:00,12,117.40023947374975,86.07174581076482,4.6467285,1275.3257,4.361206,0.30791432,7.8127956,5.64017,2019-12-03 22:52:26.900
394,-26.637207,2019-12-26 10:51:14.928000+00:00,12,115.86116761964611,86.65261523573236,4.123947,1341.8787,4.108734,0.20623244,5.9100347,0.9402361,2019-12-26 10:51:14.928
397,-28.857407,2019-12-26 04:53:55.885000+00:00,12,115.62776020766808,86.6452114525682,7.916458,1184.5349,7.753937,0.2043499,5.6537313,4.963953,2019-12-26 04:53:55.885
398,-28.225166,2019-12-24 10:52:53.510000+00:00,12,113.89072851401988,86.6247679846934,12.507118,710.2522,10.21933,0.39493752,3.633289,6.605672,2019-12-24 10:52:53.510
399,-26.734085,2019-12-27 04:53:32.395000+00:00,12,116.0046244687463,86.67582828635592,5.0285797,1191.4506,4.5382385,0.23663446,3.1739948,1.3848879,2019-12-27 04:53:32.395
402,-18.287674,2019-12-05 16:57:51.752000+00:00,12,121.56431979345747,86.1458107173812,2.2281952,1079.7957,1.5938263,0.31187856,7.272247,4.122909,2019-12-05 16:57:51.752
403,-30.407059,2019-12-15 10:54:49.217000+00:00,12,117.98801940515843,86.6194506081121,15.733231,1716.064,15.406021,0.3486851,3.7669713,-1.1097791,2019-12-15 10:54:49.217
404,-16.454422,2019-12-04 16:53:42.205000+00:00,12,119.27110068043417,86.11932175826708,3.7315521,1242.555,3.2964783,0.3062132,5.4773226,8.178031,2019-12-04 16:53:42.205
405,-21.433441,2019-12-16 05:20:25.263000+00:00,12,117.08960617631656,86.60725336911685,9.978729,1211.9948,9.455322,0.3358586,7.882071,5.8667617,2019-12-16 05:20:25.263
406,-28.108856,2019-12-15 04:54:07.321000+00:00,12,118.11811688044077,86.61970310013444,13.093994,1356.5096,13.027557,0.2340762,2.320253,2.0351248,2019-12-15 04:54:07.321
407,-25.294373,2019-12-07 16:52:18.578000+00:00,12,122.00868190534936,86.17858280976141,6.4418488,1495.3984,5.7671814,0.17332965,7.2177353,5.629815,2019-12-07 16:52:18.578
410,-22.275146,2019-12-14 04:52:28.402000+00:00,12,118.59159802230475,86.60841587413772,8.335144,1223.6205,8.099426,0.32638398,1.8569739,1.4843845,2019-12-14 04:52:28.402
412,-18.501953,2019-12-08 10:47:31.803000+00:00,12,121.31571716436922,86.2870336654838,1.3558044,724.58325,0.09208679,0.13076769,10.321243,1.4728928,2019-12-08 10:47:31.803
416,-20.105896,2019-12-01 16:53:32.549000+00:00,12,113.30863310523063,85.93528818498558,2.1333618,354.19058,0.23712158,0.12735273,6.370784,3.395749,2019-12-01 16:53:32.549
417,-24.37967,2019-12-13 04:58:32.717000+00:00,12,119.41927235364017,86.59234171892044,12.078461,763.57715,11.230652,0.2675762,4.974033,3.9830718,2019-12-13 04:58:32.717
419,-19.997025,2019-12-10 11:13:15.404000+00:00,12,121.04317382775973,86.50543660195079,9.392471,205.22221,3.3267975,0.17547226,6.0176034,0.37247086,2019-12-10 11:13:15.404
420,-32.36641,2019-12-27 22:51:24.507000+00:00,12,115.8636676954545,86.67998693322217,8.310913,1081.6063,8.031296,0.19285631,1.8056177,-1.0143093,2019-12-27 22:51:24.507
421,-22.775894,2019-12-09 04:59:28.786000+00:00,12,121.00171292038388,86.38199853266971,6.9533844,700.22675,3.7749634,0.21961033,7.508155,1.4105434,2019-12-09 04:59:28.786
422,-24.55307,2019-12-13 10:53:33.203000+00:00,12,119.16573950847629,86.59446205242483,13.942535,893.6789,13.171112,0.28819737,4.058835,2.1098852,2019-12-13 10:53:33.203
427,-20.47284,2019-12-08 04:52:47.829000+00:00,12,121.45046017655402,86.2519868557957,0.2310791,1161.7795,0.03982544,0.18117794,6.8729305,15.752731,2019-12-08 04:52:47.829
428,-27.741562,2019-12-29 22:50:42.601000+00:00,12,116.12065573132449,86.62313360981008,4.5614777,184.16948,4.1579742,0.27302825,7.931194,-3.7097316,2019-12-29 22:50:42.601
429,-15.799469,2019-12-03 16:49:34.800000+00:00,12,116.77527345227969,86.04725088834132,1.9728394,1645.6086,0.25674438,0.23676124,7.331831,9.5149765,2019-12-03 16:49:34.800
430,-24.802048,2019-12-11 04:54:09.907000+00:00,12,120.82108339759588,86.56075707582622,10.094559,532.7287,7.54335,0.11767489,5.6915073,2.994237,2019-12-11 04:54:09.907
431,-25.092133,2019-12-06 11:11:29.093000+00:00,12,122.29802806147138,86.13921325295047,8.6474,958.02106,7.51474,0.21854806,3.1141057,1.0871034,2019-12-06 11:11:29.093
433,-16.886292,2019-12-05 04:55:58.068000+00:00,12,120.48306660963739,86.13895863851108,3.0487976,2306.402,0.9347534,0.30279824,5.083911,6.750551,2019-12-05 04:55:58.068
434,-27.588959,2019-12-23 22:53:33.324000+00:00,12,113.44507213677099,86.63062492558824,13.9322815,772.3981,10.945923,0.24952704,7.1200876,2.3057928,2019-12-23 22:53:33.324
435,-23.633972,2019-12-07 10:57:53.822000+00:00,12,122.12832709715765,86.16338618400667,4.3938904,817.8997,2.9278564,0.14989683,3.533516,4.5418463,2019-12-07 10:57:53.822
436,-25.587936,2019-12-24 22:51:04.420000+00:00,12,114.4313136234104,86.62195125469763,10.124893,508.77118,6.9031982,0.22738898,4.5822897,5.3426504,2019-12-24 22:51:04.420
439,-20.234772,2019-12-25 22:57:45.580000+00:00,12,115.39926025426166,86.63712657582023,0.7072449,1098.5438,-0.92759705,0.19512749,3.5222285,4.9490395,2019-12-25 22:57:45.580
442,-15.528168,2019-12-04 11:02:50.177000+00:00,12,118.6778797815694,86.10515504957407,4.270569,1446.0928,4.003296,0.25986087,7.39794,6.913996,2019-12-04 11:02:50.177
443,-23.12571,2019-12-06 04:49:47.460000+00:00,12,122.191027154671,86.14094513474836,6.13575,942.38544,5.573822,0.23808932,5.0026174,4.3973413,2019-12-06 04:49:47.460
447,-21.701431,2019-12-20 22:51:17.721000+00:00,12,112.47307144515744,86.68596474538151,6.5415497,1318.2278,6.469162,0.27809456,0.7154768,3.6448724,2019-12-20 22:51:17.721
449,-15.962677,2019-12-03 10:48:51.335000+00:00,12,116.13632593612296,86.0212413950703,0.0,4.8123684,-1.5038452,0.28362462,16.831896,10.841187,2019-12-03 10:48:51.335
450,-20.647583,2019-12-19 04:53:02.238000+00:00,12,113.0781643824756,86.68103081070493,7.0843506,679.881,5.7758484,0.2651298,1.7904432,7.5561085,2019-12-19 04:53:02.238
451,-22.808853,2019-12-01 04:50:14.916000+00:00,12,112.94225774872393,85.97676099198172,5.272934,349.57944,1.7634277,0.21028017,6.416981,5.8799195,2019-12-01 04:50:14.916
452,-21.870377,2019-12-13 16:53:00.561000+00:00,12,118.94301663259239,86.59800299539758,11.0569,1013.0511,9.384445,0.32010058,2.143616,5.01486,2019-12-13 16:53:00.561
455,-27.020676,2019-12-02 10:54:27.037000+00:00,12,113.93378776475075,85.92577713818551,10.9796295,374.54053,8.34848,0.16677448,6.7493377,3.9323516,2019-12-02 10:54:27.037
457,-23.776688,2019-12-09 18:14:53.430000+00:00,12,120.91033723743381,86.43874164533636,7.157547,345.57153,1.8677216,0.11739766,7.705607,3.472793,2019-12-09 18:14:53.430
459,-25.896431,2019-12-02 04:52:59.003000+00:00,12,113.68980679955429,85.92284762137099,10.181343,655.11633,7.5545197,0.121138476,5.7099094,4.904422,2019-12-02 04:52:59.003
461,-17.835197,2019-12-22 22:53:12.429000+00:00,12,112.88244213995087,86.65775674765443,3.9817429,351.18622,0.6715851,0.24905325,5.8091145,1.8623066,2019-12-22 22:53:12.429
462,-22.217873,2019-12-08 16:52:39.736000+00:00,12,121.19486667990597,86.32399680269467,6.476509,879.2431,4.6021423,0.16534695,6.282138,8.677745,2019-12-08 16:52:39.736
463,-27.327393,2019-12-21 22:53:31.650000+00:00,12,112.45751280424422,86.68251860431724,12.088837,1168.1992,11.621155,0.23484524,3.1309283,3.4911416,2019-12-21 22:53:31.650
464,-21.824097,2019-12-19 10:50:25.168000+00:00,12,112.97700079343595,86.6788354412062,9.051544,494.83774,5.8151855,0.24041493,1.0270169,7.084817,2019-12-19 10:50:25.168
465,-17.0083,2019-12-03 04:53:31.347000+00:00,12,115.46406587265542,85.99378533773019,1.6338806,442.10596,-1.3273926,0.25991732,13.8625145,13.739828,2019-12-03 04:53:31.347
466,-26.145477,2019-12-11 16:55:01.717000+00:00,12,120.51091831703982,86.58537666293661,11.969421,703.9371,11.294312,0.1297607,6.329174,-1.7250867,2019-12-11 16:55:01.717
503,-26.947723,2020-01-06 16:59:31.664000+00:00,1,115.08682549262552,87.10876549173406,8.507095,615.1297,3.9609985,0.27499232,4.1227818,-0.47644353,2020-01-06 16:59:31.664
505,-23.567368,2020-01-17 10:47:56.395000+00:00,1,99.30071025043925,87.50608152353628,2.505783,1021.3786,2.527008,0.30927736,6.0219655,3.2004733,2020-01-17 10:47:56.395
506,-27.5764,2020-01-15 04:53:58.958000+00:00,1,103.86836398169483,87.45227607624558,6.109894,158.70645,5.7726593,0.31508717,7.997529,5.572219,2020-01-15 04:53:58.958
507,-28.431503,2020-01-07 16:52:48.400000+00:00,1,115.04496683632527,87.1191327327889,11.647842,276.90326,4.630478,0.32394072,5.0149307,-3.0950975,2020-01-07 16:52:48.400
514,-28.784714,2020-01-05 16:51:13.957000+00:00,1,115.3393812995642,87.07996924625894,10.20845,735.11414,8.350662,0.2594036,2.182871,0.08655405,2020-01-05 16:51:13.957
516,-23.243591,2020-01-08 04:55:31.450000+00:00,1,115.22323634248583,87.11134039193789,5.9176025,163.91919,1.4627075,0.3339274,4.1285143,-2.9336777,2020-01-08 04:55:31.450
519,-32.854645,2020-01-11 04:54:23.116000+00:00,1,111.5349995359216,87.20703847341828,9.428757,387.07672,8.07634,0.23746431,6.6381364,5.6593785,2020-01-11 04:54:23.116
521,-27.887627,2020-01-13 10:47:14.483000+00:00,1,107.16311146964924,87.33386741737347,7.9452133,916.1371,6.9250183,0.75715315,7.645496,8.869423,2020-01-13 10:47:14.483
522,-27.613914,2020-01-09 04:55:21.689000+00:00,1,114.63565709726389,87.13407826340503,9.17617,227.57977,5.9090424,0.24762522,4.331583,7.145357,2020-01-09 04:55:21.689
523,-33.305267,2020-01-27 22:46:30.406000+00:00,1,95.91538593329345,87.44901691640352,10.720474,1558.1499,9.145706,0.26986396,3.0782301,6.6925783,2020-01-27 22:46:30.406
524,-34.85739,2020-01-30 22:48:13.494000+00:00,1,96.46932148242772,87.42878777631951,11.888412,1329.9626,11.493439,0.2988376,1.5065167,8.095349,2020-01-30 22:48:13.494
525,-28.489029,2020-01-10 05:00:33.247000+00:00,1,113.21018824458348,87.16634105733002,8.342209,634.17554,6.5807953,0.23745471,8.544213,8.271188,2020-01-10 05:00:33.247
526,-23.8292,2020-01-02 16:57:55.197000+00:00,1,116.255485881264,86.85005284344753,6.0392227,1672.0782,3.4696808,0.30799264,9.961093,1.5164957,2020-01-02 16:57:55.197
527,-28.021698,2020-01-09 10:53:30.379000+00:00,1,114.30422437364274,87.14336505168424,8.6905365,606.5093,7.4697723,0.2665814,6.9809856,5.825717,2020-01-09 10:53:30.379
530,-25.94867,2020-01-18 16:54:45.537000+00:00,1,98.33707400388616,87.39556025765859,6.1617126,1390.5933,5.86792,0.32279366,2.6285684,6.556055,2020-01-18 16:54:45.537
533,-22.62915,2020-01-08 10:49:49.972000+00:00,1,115.20367039404017,87.11290298898312,5.2970734,207.22855,0.8511963,0.3320996,1.9206512,-0.53661156,2020-01-08 10:49:49.972
534,-30.956299,2020-01-11 10:53:41.216000+00:00,1,111.12123714862776,87.2217821396291,8.313187,987.5996,7.2604523,0.24759904,6.4972568,10.825214,2020-01-11 10:53:41.216
536,-22.795471,2020-01-26 22:56:59.490000+00:00,1,94.93673451930337,87.43154038714106,5.1120453,721.785,1.3195343,0.2588396,6.5318656,7.5798755,2020-01-26 22:56:59.490
537,-26.265137,2020-01-06 04:54:01.717000+00:00,1,115.27668422185464,87.0972106895436,8.237534,763.0799,4.2122498,0.27709416,1.5367383,0.61673033,2020-01-06 04:54:01.717
539,-27.575874,2020-01-05 10:49:19.463000+00:00,1,115.3225920878296,87.06797651351344,8.453636,668.657,8.161697,0.22286078,3.545532,-1.9928916,2020-01-05 10:49:19.463
541,-27.527039,2020-01-07 04:54:29.527000+00:00,1,114.93791123208838,87.11948443368604,9.636017,509.6759,4.4140472,0.2153887,4.4938307,-1.2129247,2020-01-07 04:54:29.527
544,-25.217743,2020-01-04 04:54:20.250000+00:00,1,115.4538061282978,86.98260521528529,8.569763,821.41534,7.197815,0.3088959,6.496579,6.7042055,2020-01-04 04:54:20.250
547,-26.512627,2020-01-06 10:51:30.352000+00:00,1,115.1933647897189,87.1029061076985,8.787178,655.12506,4.5090637,0.26859865,2.6434717,0.2969916,2020-01-06 10:51:30.352
548,-29.162354,2020-01-23 22:51:23.227000+00:00,1,93.48043612861399,87.42884293362734,10.35437,824.2251,8.309418,0.31646883,4.9990926,-0.031405926,2020-01-23 22:51:23.227
551,-26.861427,2020-01-08 16:58:59.188000+00:00,1,115.08407362632254,87.1182043346047,8.071434,451.8352,5.2584534,0.28565955,1.3326511,6.501152,2020-01-08 16:58:59.188
553,-30.64766,2020-01-11 16:50:49.907000+00:00,1,110.7680555632946,87.23743169158541,8.892044,666.85376,6.4157257,0.24362203,8.240038,9.435947,2020-01-11 16:50:49.907
