,t0,dt0,month,lon,lat,inversion_strength,inversion_height,low_level_stability,rh_sub_850,surf_wind_velocity,wind_shear,dt_
118,-17.237793,2019-11-03 17:04:07.168000+00:00,11,120.92428974131026,85.91708972053644,0.0,-7.0180407,-4.4157104,0.13179702,7.310021,5.4825416,2019-11-03 17:04:07.168
120,-21.205536,2019-11-12 10:57:23.673000+00:00,11,117.54117308360158,86.0302066805499,8.85965,380.25507,5.646103,0.13849618,8.446332,0.9967909,2019-11-12 10:57:23.673
121,-6.903015,2019-11-16 21:53:51.738000+00:00,11,122.38440325189448,86.1140665091941,0.0,1.804641,-2.7944336,0.0816695,10.493226,14.966397,2019-11-16 21:53:51.738
122,-22.98272,2019-11-28 22:54:58.484000+00:00,11,115.5690382578592,86.13473514298238,3.312767,1038.603,2.6299438,0.23320745,7.304432,11.765121,2019-11-28 22:54:58.484
128,-15.846558,2019-11-18 16:58:12.728000+00:00,11,120.29789236047039,85.80697991506919,3.9415283,818.0964,3.1777954,0.22370337,3.9760997,4.4120655,2019-11-18 16:58:12.728
129,-28.975266,2019-11-10 10:54:04.291000+00:00,11,116.12983359081647,85.82529497825621,4.7930603,1217.3953,4.406845,0.17271599,4.433602,0.5087986,2019-11-10 10:54:04.291
130,-25.527817,2019-11-09 10:52:07.865000+00:00,11,115.78274104598363,85.83974297718986,3.1954498,1245.7572,3.1231842,0.14054109,5.411688,-1.2886052,2019-11-09 10:52:07.865
131,-13.394592,2019-11-13 05:00:10.981000+00:00,11,117.96932156640071,86.10093841076583,2.32193,242.61479,-5.275467,0.12482433,6.625331,6.30072,2019-11-13 05:00:10.981
132,-18.477798,2019-11-01 16:51:40.040000+00:00,11,122.77198511309635,85.83125637162246,1.8331451,539.5403,-6.124939,0.18425897,5.2018776,-2.693986,2019-11-01 16:51:40.040
133,-20.720062,2019-11-11 10:50:56.571000+00:00,11,116.56591893384895,85.90700832394761,2.79451,359.30304,-0.4671936,0.18044464,6.135109,7.034027,2019-11-11 10:50:56.571
134,-5.7329407,2019-11-19 16:57:36.359000+00:00,11,120.9565113209945,85.78349488674132,0.05053711,4.9126105,-4.4053955,0.21539773,10.389635,3.7239466,2019-11-19 16:57:36.359
135,-17.164612,2019-11-12 04:55:55.200000+00:00,11,117.39375367269095,86.0025896587502,6.8554993,497.1394,2.8155518,0.12393086,4.7444606,8.273863,2019-11-12 04:55:55.200
136,-22.622993,2019-11-08 10:53:04.845000+00:00,11,116.07710279903516,85.90015889687021,2.1864395,725.8827,1.4242401,0.13606203,1.7565675,1.8810005,2019-11-08 10:53:04.845
138,-13.983597,2019-11-14 04:55:49.060000+00:00,11,118.18523192262555,86.16143259212635,6.61821,559.08954,-0.69802856,0.14899428,7.14819,-2.4560714,2019-11-14 04:55:49.060
140,-6.2000732,2019-11-16 10:52:46.252000+00:00,11,120.75714174472732,86.1636586088981,0.07131958,2.606705,-4.552185,0.35663366,6.4605246,16.241127,2019-11-16 10:52:46.252
143,-7.3617554,2019-11-16 05:01:33.968000+00:00,11,119.87407637755732,86.18217399001011,0.81707764,385.66907,-5.7204285,0.14300105,9.048247,11.162026,2019-11-16 05:01:33.968
145,-14.193481,2019-11-15 10:53:59.823000+00:00,11,118.46251221969514,86.19006681084602,4.753418,671.2568,-0.33935547,0.14156982,3.2608936,4.864398,2019-11-15 10:53:59.823
147,-12.570404,2019-11-14 10:55:20.373000+00:00,11,118.24292969500581,86.17216696576058,6.074951,417.54703,-1.4591675,0.15578416,8.90192,-3.8775291,2019-11-14 10:55:20.373
149,-16.905685,2019-11-11 16:51:58.216000+00:00,11,116.80203809978703,85.94750501394455,5.8016815,1018.3553,3.6270142,0.21622886,7.5083537,9.174953,2019-11-11 16:51:58.216
151,-21.512024,2019-11-08 16:51:36.543000+00:00,11,115.91759092047636,85.88760259863662,1.272644,366.4204,-0.9067993,0.14469588,6.40458,-2.6355195,2019-11-08 16:51:36.543
152,-11.388794,2019-11-18 10:47:34.224000+00:00,11,120.57569892095114,85.82492630717154,0.046173096,815.39026,-0.54940796,0.17827044,9.211709,9.495803,2019-11-18 10:47:34.224
153,-19.437454,2019-11-02 04:55:30.108000+00:00,11,122.59866823154827,85.84877787966315,0.6433258,6.0154457,-3.6569672,0.17705315,1.4769948,3.1975253,2019-11-02 04:55:30.108
155,-18.099854,2019-11-22 22:54:09.689000+00:00,11,120.34277238336564,85.7330367558644,0.008926392,-0.3007721,-0.6203003,0.21136238,1.8408858,4.5177703,2019-11-22 22:54:09.689
156,-27.220383,2019-11-09 16:52:01.847000+00:00,11,115.85285138982405,85.83010031155679,4.223587,1362.9103,4.1735992,0.1270305,5.10446,-1.7133584,2019-11-09 16:52:01.847
158,-24.430397,2019-11-02 10:54:19.479000+00:00,11,122.45747495074288,85.85582132418087,5.361412,615.3215,3.4651947,0.1862778,4.1244593,-0.028774261,2019-11-02 10:54:19.479
159,-10.3802185,2019-11-18 05:23:32.808000+00:00,11,120.85171014529753,85.8572380303882,0.06484985,-4.511592,-4.520874,0.12366003,10.226759,5.452075,2019-11-18 05:23:32.808
160,-22.045319,2019-11-13 16:51:09.913000+00:00,11,117.99678743983442,86.12660501727852,9.917236,543.2513,7.6860657,0.11038175,6.330232,0.38881397,2019-11-13 16:51:09.913
161,-18.683792,2019-11-01 04:56:50.315000+00:00,11,122.96902408617547,85.80840026613836,3.8615875,414.93872,-4.9544983,0.16184264,1.8469436,3.2942026,2019-11-01 04:56:50.315
162,-6.047455,2019-11-19 22:52:31.538000+00:00,11,121.31792656782196,85.76416589399373,0.29559326,5.61441,-3.5481567,0.23492494,4.2181234,7.139329,2019-11-19 22:52:31.538
165,-17.702118,2019-11-20 22:58:01.427000+00:00,11,121.17070408870018,85.7477405951182,5.875183,578.132,3.7683258,0.20400043,3.7534277,-0.57078505,2019-11-20 22:58:01.427
169,-26.97351,2019-11-06 04:58:30.903000+00:00,11,117.7468510607146,85.92029658348291,7.454315,333.63992,4.4774933,0.15085195,3.1289876,0.33354783,2019-11-06 04:58:30.903
170,-26.135544,2019-11-26 22:57:03.547000+00:00,11,118.50637492754734,86.14348038187026,0.77505493,534.2297,-2.782898,0.22000866,2.5074067,1.757628,2019-11-26 22:57:03.547
172,-21.747833,2019-11-07 04:58:18.995000+00:00,11,116.85410406645529,85.92108317935126,1.4311371,62.56014,-0.6613922,0.21470031,5.8346233,-2.9570277,2019-11-07 04:58:18.995
176,-17.29509,2019-11-04 05:00:24.477000+00:00,11,120.18896645898025,85.94030887272407,2.3107147,280.00732,-1.3854218,0.23587732,6.2850037,-0.031693935,2019-11-04 05:00:24.477
177,-22.143646,2019-11-07 10:59:54.588000+00:00,11,116.65296437468425,85.91836097834869,0.14328003,5.514164,-0.5611725,0.17897409,4.1488686,-0.7118552,2019-11-07 10:59:54.588
178,-20.10794,2019-11-05 04:53:00.865000+00:00,11,118.83283775236117,85.95081792001608,1.8720398,611.7136,0.09983826,0.20178019,7.003102,-0.3875308,2019-11-05 04:53:00.865
179,-9.870178,2019-11-17 16:55:35.525000+00:00,11,122.11933339516483,85.96615889751988,0.011810303,1.70438,-7.008667,0.88139546,14.193394,17.348372,2019-11-17 16:55:35.525
181,-23.408875,2019-11-06 10:58:39.309000+00:00,11,117.48618914909575,85.91709533045128,3.1639404,368.42548,1.3233643,0.1565145,6.0338054,-1.1796064,2019-11-06 10:58:39.309
183,-18.837997,2019-11-13 22:54:50.838000+00:00,11,118.06627391264301,86.14279438114235,9.74852,656.4213,4.182968,0.15777178,5.384795,-2.2884426,2019-11-13 22:54:50.838
184,-11.892578,2019-11-14 22:53:42.161000+00:00,11,118.31024396242307,86.185495432111,2.2562866,444.31235,-3.3950806,0.18147202,2.990433,7.1340923,2019-11-14 22:53:42.161
190,-6.936096,2019-11-19 10:54:03.467000+00:00,11,120.75130667697113,85.794330037393,0.12988281,6.0154414,-3.1888733,0.19895959,3.8878927,5.020406,2019-11-19 10:54:03.467
191,-27.40033,2019-11-07 22:55:35.697000+00:00,11,116.35588926538729,85.91310107563189,5.966797,1376.9419,5.964142,0.16689618,5.5456114,-1.7232878,2019-11-07 22:55:35.697
192,-27.440544,2019-11-10 22:52:52.397000+00:00,11,116.32525557663855,85.84720294700539,5.121269,923.1382,4.003723,0.14848608,6.1123776,2.1088758,2019-11-10 22:52:52.397
194,-22.316116,2019-11-22 17:00:44.198000+00:00,11,120.44601827206296,85.73596013185771,5.9776764,367.22162,1.8362122,0.15751375,4.8464236,3.8224854,2019-11-22 17:00:44.198
195,-19.608551,2019-11-08 23:22:24.030000+00:00,11,115.79241778927513,85.86824116087847,0.0,8.822652,-2.749237,0.14376627,6.604121,-1.5096445,2019-11-08 23:22:24.030
197,-16.811554,2019-11-23 16:51:40.985000+00:00,11,120.76997929989555,85.76516734860203,0.5947876,514.78033,-4.401718,0.24233432,6.9030037,8.68011,2019-11-23 16:51:40.985
199,-18.428513,2019-11-20 16:55:04.438000+00:00,11,121.3511603665667,85.75872310554183,7.239731,556.3801,4.256012,0.20379317,2.8630333,3.1764069,2019-11-20 16:55:04.438
201,-12.768158,2019-11-12 22:53:47.988000+00:00,11,117.81916816903002,86.08122207469457,2.3797913,287.82724,-5.659088,0.14532346,6.5047045,11.215936,2019-11-12 22:53:47.988
202,-15.466003,2019-11-11 22:53:20.029000+00:00,11,117.08724451304342,85.97589577459668,6.2841187,513.0777,-0.30023193,0.11856668,6.4316616,8.848141,2019-11-11 22:53:20.029
204,-14.714172,2019-11-21 16:52:58.917000+00:00,11,120.86494255752778,85.74081060095259,3.6276855,967.93854,1.5412598,0.2015717,1.9378235,1.8024108,2019-11-21 16:52:58.917
205,-28.111908,2019-11-30 11:06:25.930000+00:00,11,112.87659913065228,86.0440017266839,6.859497,955.81476,6.052353,0.17646588,7.4903464,6.9923244,2019-11-30 11:06:25.930
209,-19.317009,2019-11-06 22:53:55.191000+00:00,11,117.04050476132757,85.9186771984303,0.049705505,6.015451,-3.176651,0.17460541,5.6954823,-2.9328067,2019-11-06 22:53:55.191
210,-23.372238,2019-11-26 04:52:02.802000+00:00,11,119.5570498710612,86.11697588765219,1.025116,663.03674,-2.5734406,0.22239187,4.437486,3.246047,2019-11-26 04:52:02.802
213,-26.64093,2019-11-26 10:58:47.926000+00:00,11,119.16390710510518,86.12732302050857,3.463379,317.90192,0.47860718,0.2183133,6.2823915,2.162136,2019-11-26 10:58:47.926
219,-24.107605,2019-11-04 22:54:52.268000+00:00,11,119.13370931150008,85.95317759958174,5.8444977,1229.8245,5.235504,0.25554192,6.677275,-6.553482,2019-11-04 22:54:52.268
220,-24.388733,2019-11-29 17:06:59.890000+00:00,11,113.81050834142022,86.0984199748803,5.3752747,884.6529,4.467804,0.20749272,4.8146987,17.81188,2019-11-29 17:06:59.890
221,-15.387939,2019-11-21 10:48:53.592000+00:00,11,120.91117353298031,85.739957966079,3.8773193,708.4403,1.9615173,0.19461419,2.2695098,6.864019,2019-11-21 10:48:53.592
222,-20.97667,2019-11-02 22:54:22.874000+00:00,11,122.05709895276152,85.87765877543421,3.3077087,626.84906,1.3643951,0.15260206,3.4698918,3.133454,2019-11-02 22:54:22.874
225,-15.704544,2019-11-20 10:49:15.978000+00:00,11,121.57807057807588,85.76079865626762,5.466507,405.9164,2.6580505,0.23377527,5.1089096,2.3734326,2019-11-20 10:49:15.978
226,-22.536835,2019-11-28 16:52:12.331000+00:00,11,116.19250765324827,86.14842458744083,2.96521,889.1638,-0.24784851,0.29763034,8.247802,5.683793,2019-11-28 16:52:12.331
227,-18.432388,2019-11-01 22:53:41.759000+00:00,11,122.68344894872027,85.83808094602503,0.89271545,519.6926,-6.787262,0.20571484,1.4184543,4.227781,2019-11-01 22:53:41.759
228,-7.551483,2019-11-20 05:05:48.986000+00:00,11,121.56682420892646,85.76579673882344,0.21282959,14.637548,-6.1853027,0.21975891,5.1520243,3.3754892,2019-11-20 05:05:48.986
229,-24.48323,2019-10-31 22:55:09.757000+00:00,10,123.10980816436916,85.79471716557339,7.7193146,677.76874,3.039383,0.17224872,3.089488,3.7997947,2019-10-31 22:55:09.757
232,-16.214691,2019-11-21 04:52:36.638000+00:00,11,120.96130128742928,85.7450161967178,4.134613,450.12393,2.4789124,0.19741899,4.0145006,0.7452693,2019-11-21 04:52:36.638
234,-13.290283,2019-11-18 22:55:40.355000+00:00,11,120.47528533563654,85.79927196933808,3.2765198,312.4872,-0.2043457,0.19158734,1.4477122,8.540635,2019-11-18 22:55:40.355
235,-37.39572,2020-03-09 05:14:02.994000+00:00,3,24.17353952111946,87.93264265993626,11.55188,1359.5316,11.317886,0.38415965,9.618067,-0.94211197,2020-03-09 05:14:02.994
236,-29.48825,2020-03-30 22:45:17.310000+00:00,3,13.429095124307352,85.3566792056035,8.784164,564.8972,7.9869995,0.19527397,6.540287,5.3247967,2020-03-30 22:45:17.310
237,-35.317703,2020-03-02 16:53:18.965000+00:00,3,30.894565482953364,88.17587388062886,6.015442,1096.3529,5.913925,0.2948683,2.9091837,1.027864,2020-03-02 16:53:18.965
239,-34.458466,2020-03-11 04:55:31.349000+00:00,3,24.901614599232012,87.67908390376682,9.091629,1151.2721,8.877823,0.21526659,2.626221,4.4719887,2020-03-11 04:55:31.349
240,-36.49082,2020-03-03 16:50:06.650000+00:00,3,30.417573476331267,88.1238276440281,7.18145,988.6085,7.628433,0.28646836,1.6432801,2.6978588,2020-03-03 16:50:06.650
241,-26.269196,2020-03-21 10:54:28.028000+00:00,3,15.223514787743527,86.25803856675286,17.171173,31531.867,5.025177,0.22434276,5.422484,5.1864533,2020-03-21 10:54:28.028
243,-33.67946,2020-03-08 10:48:59.599000+00:00,3,25.076231170827008,88.01694445098694,9.309662,1449.025,6.2540283,0.18237357,7.11101,-1.0907197,2020-03-08 10:48:59.599
244,-26.736115,2020-03-12 04:56:52.232000+00:00,3,22.3466618395272,87.57982899063944,6.497635,995.1195,5.845703,0.31105533,15.883372,3.7451239,2020-03-12 04:56:52.232
246,-34.3376,2020-03-01 16:49:00.395000+00:00,3,31.37076085738025,88.21490628681927,6.7856293,960.3444,6.2784424,0.31393382,4.0359726,-0.8108778,2020-03-01 16:49:00.395
247,-37.076088,2020-03-09 10:54:30.655000+00:00,3,24.01904419263972,87.89636478736809,10.4194565,1374.0627,9.74501,0.2539702,7.7795534,4.7012787,2020-03-09 10:54:30.655
248,-39.150314,2020-03-10 10:50:56.747000+00:00,3,24.622639743137306,87.74699669190525,12.754547,1112.6864,12.5673065,0.27694717,9.428183,0.21105766,2020-03-10 10:50:56.747
249,-29.3777,2020-03-18 16:53:32.115000+00:00,3,12.116455699269999,86.67121405818368,7.4225616,1390.884,6.833725,0.27338675,7.7151356,5.585515,2020-03-18 16:53:32.115
251,-26.795486,2020-03-07 16:55:37.352000+00:00,3,26.304377350184613,88.05804058016953,0.8644104,991.91565,-0.5943146,0.27572513,5.388039,-0.29079008,2020-03-07 16:55:37.352
255,-28.682373,2020-03-06 16:58:05.629000+00:00,3,28.890617838045788,88.09689636828075,4.6218414,690.9153,3.1080322,0.25292808,8.75754,6.375225,2020-03-06 16:58:05.629
256,-28.746292,2020-03-17 10:50:14.159000+00:00,3,12.335380311721588,86.78503866843076,4.117218,878.0446,3.2801971,0.22880824,6.4784603,5.5106554,2020-03-17 10:50:14.159
258,-35.263657,2020-03-05 16:54:39.844000+00:00,3,30.763887690897008,88.09582201874298,8.800476,615.3349,7.1581116,0.21130186,4.1956754,1.4722795,2020-03-05 16:54:39.844
