time,t0,dt0,month,lon,lat,inversion_strength,inversion_height,low_level_stability,t_850hpa,rh_sub_850,surf_wind_velocity,wind_shear,dt_,temp_2m,down_long_hemisp,up_long_hemisp,lat_tower,lon_tower,rlns
2020-01-06 16:59:31.664000+00:00,-26.947723,2020-01-06 16:59:31.664000+00:00,1,115.08682549262552,87.10876549173406,8.507095,615.1297,3.9609985,-22.824738,0.27499232,4.1227818,-0.47644353,2020-01-06 16:59:31.664,-28.5736094,161.19043847708383,197.78963517904918,87.10570635447223,115.04060268927779,-36.599196701965354
2020-01-06 22:55:07.873000+00:00,-27.45086,2020-01-06 22:55:07.873000+00:00,1,114.98584658800131,87.11194717055449,9.487373,589.86926,5.246582,-22.164688,0.26097056,2.317707,4.53677,2020-01-06 22:55:07.873,-29.54867228333333,152.40541947797138,194.54766916364034,87.10902025955555,114.93970580499999,-42.14224968566896
2020-01-07 04:54:29.527000+00:00,-27.527039,2020-01-07 04:54:29.527000+00:00,1,114.93791123208838,87.11948443368604,9.636017,509.6759,4.4140472,-23.123184,0.2153887,4.4938307,-1.2129247,2020-01-07 04:54:29.527,-29.394005,147.54520900222775,194.55560686965939,87.11643285747223,114.8944131588889,-47.010397867431635
2020-01-07 16:52:48.400000+00:00,-28.431503,2020-01-07 16:52:48.400000+00:00,1,115.04496683632527,87.1191327327889,11.647842,276.90326,4.630478,-23.801025,0.32394072,5.0149307,-3.0950975,2020-01-07 16:52:48.400,-29.681537583333334,157.11612162165324,195.50807536554973,87.1160824253889,115.0010241253639,-38.391953743896494
2020-01-07 22:54:17.354000+00:00,-23.68702,2020-01-07 22:54:17.354000+00:00,1,115.16032929589876,87.11513348122665,6.388542,320.81256,-0.9029083,-24.60701,0.30797052,4.005457,-1.5573416,2020-01-07 22:54:17.354,-24.465611083333336,198.8294453672409,214.36167579479215,87.11217939599999,115.11378585022223,-15.53223042755124
2020-01-08 04:55:31.450000+00:00,-23.243591,2020-01-08 04:55:31.450000+00:00,1,115.22323634248583,87.11134039193789,5.9176025,163.91919,1.4627075,-21.801865,0.3339274,4.1285143,-2.9336777,2020-01-08 04:55:31.450,-24.766928333333333,173.2261282969157,210.8087283457438,87.10838077894445,115.17680964527779,-37.582600048828084
2020-01-08 10:49:49.972000+00:00,-22.62915,2020-01-08 10:49:49.972000+00:00,1,115.20367039404017,87.11290298898312,5.2970734,207.22855,0.8511963,-22.19246,0.3320996,1.9206512,-0.53661156,2020-01-08 10:49:49.972,-24.863975066666665,193.57344850428265,213.72152601771035,87.11006320097222,115.1543923975,-20.148077513427694
2020-01-08 16:58:59.188000+00:00,-26.861427,2020-01-08 16:58:59.188000+00:00,1,115.08407362632254,87.1182043346047,8.071434,451.8352,5.2584534,-22.022156,0.28565955,1.3326511,6.501152,2020-01-08 16:58:59.188,-30.396070200000004,151.74149800304411,188.59137063762665,87.11537924444444,115.03451678161112,-36.84987263458254
2020-01-09 04:55:21.689000+00:00,-27.613914,2020-01-09 04:55:21.689000+00:00,1,114.63565709726389,87.13407826340503,9.17617,227.57977,5.9090424,-21.426682,0.24762522,4.331583,7.145357,2020-01-09 04:55:21.689,-27.669400233333334,176.3122556566747,204.74403170251213,87.13137162183332,114.57948502555557,-28.431776045837438
2020-01-09 10:53:30.379000+00:00,-28.021698,2020-01-09 10:53:30.379000+00:00,1,114.30422437364274,87.14336505168424,8.6905365,606.5093,7.4697723,-20.551926,0.2665814,6.9809856,5.825717,2020-01-09 10:53:30.379,-28.47193461666667,148.00112628016151,199.4589118966166,87.14044776472221,114.25423903666668,-51.457785616455084
