,t0,dt0,month,inversion_strength,inversion_height,low_level_stability,rh_sub_850,surf_wind_velocity,wind_shear,dt_
0,-16.224999999999994,1997-10-17 04:00:00,10,0.0,-0.0,-3.641666666666673,0.5766090440564531,-999.0,1005.2832505763971,1997-10-17 04:00:00
1,-17.854545454545452,1997-10-18 20:00:00,10,3.6545454545454543,877.9848209147315,1.3545454545454518,0.602644044921407,-999.0,1001.2898218409223,1997-10-18 20:00:00
2,-17.95,1997-10-18 23:00:00,10,3.9499999999999993,619.4603075596583,1.75,0.6005777315748848,-999.0,1001.906663707506,1997-10-18 23:00:00
3,-13.225000000000001,1997-10-20 04:00:00,10,0.6250000000000018,931.7001013050183,-2.174999999999999,0.4446644703603412,-999.0,1004.97,1997-10-20 04:00:00
4,-8.026923076923076,1997-10-20 23:00:00,10,0.0,-0.0,-6.073076923076924,0.8874218437987003,-999.0,1010.645,1997-10-20 23:00:00
5,-6.666666666666667,1997-10-21 11:00:00,10,0.0,-0.0,-7.783333333333332,0.7867567491865898,-999.0,1008.4391919853005,1997-10-21 11:00:00
6,-5.7,1997-10-21 23:00:00,10,0.0,-0.0,-8.499999999999996,0.8538567918626483,-999.0,1008.1599131707691,1997-10-21 23:00:00
7,-7.7749999999999995,1997-10-22 11:00:00,10,0.5499999999999998,242.03896338681503,-6.791666666666669,0.814404808021187,-999.0,1004.0532972604117,1997-10-22 11:00:00
8,-10.2375,1997-10-22 23:00:00,10,0.0,-0.0,-5.6625,0.7881217112913872,-999.0,1006.5438077776122,1997-10-22 23:00:00
9,-16.8,1997-10-23 11:00:00,10,5.300000000000001,743.1424847481492,1.825000000000001,0.6585531954426094,-999.0,1008.1898087558095,1997-10-23 11:00:00
10,-18.72727272727273,1997-10-23 23:00:00,10,8.027272727272731,436.9991400008228,2.860606060606063,0.6721856138332469,-999.0,1000.6282884983253,1997-10-23 23:00:00
11,-22.171428571428578,1997-10-24 11:00:00,10,10.946428571428577,277.57396925458704,6.211428571428579,0.6163759080659558,-999.0,1005.8552219458617,1997-10-24 11:00:00
12,-22.178571428571438,1997-10-24 23:00:00,10,9.928571428571438,366.8407954192864,3.8285714285714363,0.613487841441304,-999.0,1005.7546296290085,1997-10-24 23:00:00
13,-20.04814814814815,1997-10-25 11:00:00,10,8.948148148148151,528.3942693008661,3.9481481481481495,0.6864065760262896,-999.0,1006.0549973136566,1997-10-25 11:00:00
14,-22.946153846153848,1997-10-25 23:00:00,10,7.896153846153847,582.3454970485145,6.996153846153849,0.40102257886717546,-999.0,1006.645,1997-10-25 23:00:00
15,-27.28400000000001,1997-10-26 11:00:00,10,14.250666666666678,874.8778950602212,12.109000000000009,0.35325449373293455,-999.0,1014.672495526647,1997-10-26 11:00:00
16,-28.500000000000004,1997-10-26 23:00:00,10,13.316666666666668,952.1172861736437,11.820000000000004,0.27930861237604343,-999.0,1009.415026679298,1997-10-26 23:00:00
17,-26.9875,1997-10-27 23:00:00,10,12.8625,955.5034402209973,11.6875,0.4421318077168989,-999.0,1004.295,1997-10-27 23:00:00
18,-28.899999999999995,1997-10-28 11:00:00,10,15.299999999999995,750.2045203175472,13.499999999999995,0.4930278533875468,-999.0,1000.799660941606,1997-10-28 11:00:00
19,-28.12307692307692,1997-10-28 23:00:00,10,13.92307692307692,581.0675794462778,12.289743589743585,0.5231103902524684,-999.0,1001.9727801286402,1997-10-28 23:00:00
20,-22.125000000000004,1997-10-29 11:00:00,10,8.025000000000004,813.4862381217736,6.5500000000000025,0.5653360130016474,-999.0,1008.0149590375962,1997-10-29 11:00:00
21,-16.518749999999997,1997-10-29 23:00:00,10,1.9387499999999953,972.4200285771599,0.8187499999999979,0.610202442808564,-999.0,1008.51,1997-10-29 23:00:00
22,-13.0,1997-10-30 11:00:00,10,1.2599999999999998,514.6397245338708,-3.0666666666666664,0.7636603254189183,-999.0,1006.6161060436491,1997-10-30 11:00:00
23,-13.181249999999997,1997-10-30 23:00:00,10,0.0,-0.0,-0.6187500000000039,0.5590085020961862,-999.0,1006.8539644240104,1997-10-30 23:00:00
24,-26.483333333333334,1997-10-31 23:00:00,10,11.850000000000001,1633.4378422867273,9.083333333333336,0.576204741935376,-999.0,1005.4233268187377,1997-10-31 23:00:00
