,t0,dt0,month,lon,lat,inversion_strength,inversion_height,low_level_stability,t_850hpa,rh_sub_850,surf_wind_velocity,wind_shear,dt_
37,,2020-01-31 22:47:32.923000+00:00,1,96.3817964234423,87.49683206011974,,22.959295,-3.1516418,-15.087341,0.33551595,,,2020-01-31 22:47:32.923
38,,2020-02-20 04:50:14.345000+00:00,2,69.75970589101502,88.35627300734875,,1010.9608,0.8653259,-10.786835,0.32674083,,,2020-02-20 04:50:14.345
39,-15.178497,2020-02-23 10:47:09.810000+00:00,2,61.491863154488065,88.59064937187867,,11977.187,-0.68951416,-15.8012085,0.27848336,7.3036776,2.80192,2020-02-23 10:47:09.810
40,-29.75277,2020-02-17 22:48:43.844000+00:00,2,78.11309141526257,88.07956606710285,11.148094,861.2151,9.206665,-20.576141,0.24606334,4.9479747,0.726387,2020-02-17 22:48:43.844
41,-36.04812,2020-02-28 16:53:15.170000+00:00,2,33.40763411498953,88.32935203815299,10.4806595,972.07184,10.0327,-25.872757,0.2873445,6.286191,1.2997794,2020-02-28 16:53:15.170
42,-10.9552765,2020-02-20 10:50:08.008000+00:00,2,68.79907631072363,88.38404052433582,,19716.182,-0.45043945,-11.5902405,0.41738674,9.891323,2.697546,2020-02-20 10:50:08.008
43,-37.571114,2020-02-01 22:48:13.673000+00:00,2,95.72312904889253,87.33974988992534,10.093758,2037.3179,7.686157,-29.868301,0.29545262,4.016634,1.0732222,2020-02-01 22:48:13.673
44,-15.831512,2020-02-23 04:48:28.256000+00:00,2,62.49379302246038,88.58066190849513,2.0939026,523.9157,-1.2895813,-17.652924,0.24371336,5.413463,8.384932,2020-02-23 04:48:28.256
45,-18.939713,2020-02-21 10:51:07.532000+00:00,2,66.51524493001645,88.49875294172473,0.0050354004,0.20051987,-5.9405975,-24.875275,0.20515907,6.52829,9.199243,2020-02-21 10:51:07.532
46,-37.123184,2020-02-29 16:59:47.663000+00:00,2,31.632561152777413,88.261983912196,,-40.003918,10.593491,-26.529694,0.292655,5.1569986,-0.020991325,2020-02-29 16:59:47.663
47,-19.34748,2020-02-22 04:50:04.551000+00:00,2,65.10024534331605,88.56806051324885,0.8278122,1185.4546,0.28178406,-19.128372,0.251805,6.3745775,9.168576,2020-02-22 04:50:04.551
48,-31.607834,2020-02-02 22:46:08.560000+00:00,2,93.69578041978639,87.37248334640051,,-16.04151,13.932495,-17.79332,0.3001902,8.338566,9.218195,2020-02-02 22:46:08.560
49,,2020-02-19 16:53:59.998000+00:00,2,72.00469608707735,88.294246312643,,25.866932,-1.6748352,-15.2508545,0.39177647,,,2020-02-19 16:53:59.998
50,-30.2471,2020-02-11 10:47:47.038000+00:00,2,89.92279322607986,87.8229125679904,9.341187,369.53528,7.2624664,-23.132812,0.19584535,8.583849,5.3564262,2020-02-11 10:47:47.038
51,-29.420792,2020-02-08 10:57:54.728000+00:00,2,93.81042628842415,87.67541682717386,,27106.52,11.71582,-17.522919,0.23931144,2.9920506,5.3033347,2020-02-08 10:57:54.728
52,,2020-02-10 10:52:03.712000+00:00,2,91.7709663900356,87.78753915107774,,22007.566,3.1097717,-21.671967,0.2980631,,,2020-02-10 10:52:03.712
53,-15.283142,2020-02-18 16:52:37.839000+00:00,2,76.45380178107486,88.1371169700204,1.7853394,415.85037,-1.1235046,-16.406647,0.3935479,8.007223,7.1209984,2020-02-18 16:52:37.839
54,-28.279846,2020-02-13 04:51:13.712000+00:00,2,85.31476356715528,87.94431572778372,9.998001,1247.0867,9.810425,-18.28865,0.29994062,7.486582,16.440363,2020-02-13 04:51:13.712
55,-37.630264,2020-02-01 17:01:55.109000+00:00,2,95.84872114979169,87.36446409811958,9.965515,2227.1824,8.247482,-29.371948,0.23547113,6.958025,6.3101587,2020-02-01 17:01:55.109
56,-27.842804,2020-02-09 11:02:40.720000+00:00,2,92.96687586395005,87.73122349781316,,17915.506,10.640945,-17.90068,0.20477223,5.9129095,5.816306,2020-02-09 11:02:40.720
57,-34.0347,2020-02-02 16:51:47.437000+00:00,2,94.30580976587895,87.35836971281918,13.974274,1623.2848,10.381638,-23.129425,0.24446194,5.837026,-3.7951512,2020-02-02 16:51:47.437
58,-25.0504,2020-02-10 04:51:05.912000+00:00,2,92.10105672731065,87.77462039740504,,29269.658,5.4638824,-19.68341,0.23769167,6.395541,0.5045018,2020-02-10 04:51:05.912
59,-27.324112,2020-02-09 04:55:13.613000+00:00,2,93.25117500200116,87.71645394139281,,9047.909,9.679932,-17.64418,0.2294606,4.5346594,9.311148,2020-02-09 04:55:13.613
60,,2020-02-13 10:52:50.967000+00:00,2,84.19123159337164,87.96591906338205,,784.0344,11.031433,-17.812561,0.35251653,,,2020-02-13 10:52:50.967
61,-33.840866,2020-02-27 22:51:43.400000+00:00,2,35.26862599786016,88.37930482120461,8.864624,1386.2932,8.584656,-25.25621,0.29403076,8.365398,0.7220192,2020-02-27 22:51:43.400
62,-31.532242,2020-02-11 04:48:07.933000+00:00,2,90.50498523943835,87.81672789699815,9.641495,1112.0858,9.234253,-22.390411,0.15925491,6.5625277,11.690829,2020-02-11 04:48:07.933
63,-19.198746,2020-02-03 16:50:51.587000+00:00,2,93.93657100706172,87.43801792552975,,-16.743338,-1.6804352,-20.87918,0.34368047,7.395279,0.79130745,2020-02-03 16:50:51.587
64,-36.007385,2020-02-28 22:39:21.945000+00:00,2,32.919800438745675,88.31278629028017,10.238663,1256.0088,10.228027,-25.779358,0.2687839,7.589245,-1.2949152,2020-02-28 22:39:21.945
65,-31.778214,2020-02-12 10:56:24.017000+00:00,2,87.55120552180476,87.87681414724847,11.524139,952.52454,10.372864,-21.40535,0.17087643,9.893962,8.245561,2020-02-12 10:56:24.017
66,-30.036987,2020-02-08 04:50:29.803000+00:00,2,93.88450077162966,87.6644074953531,,21899.12,13.162567,-16.812439,0.16332637,3.4559178,1.6587768,2020-02-08 04:50:29.803
67,-25.13633,2020-02-05 16:56:27.151000+00:00,2,94.51085332868824,87.56478966477265,,18026.852,2.1624146,-22.851166,0.231469,5.9452257,5.8888683,2020-02-05 16:56:27.151
68,-29.157227,2020-02-17 04:50:23.262000+00:00,2,79.34110469822048,88.07134389664024,8.801834,788.746,7.791733,-21.809845,0.26075062,5.0290194,2.184142,2020-02-17 04:50:23.262
69,-18.369476,2020-02-14 10:54:35.841000+00:00,2,80.37668982743189,88.0262032948889,,-31.281172,6.3259735,-11.946503,0.39765984,2.030056,12.991596,2020-02-14 10:54:35.841
70,,2020-02-16 04:50:10.713000+00:00,2,79.70058935546842,88.0668387176946,,509.4792,6.8844757,-25.347336,0.20957746,,,2020-02-16 04:50:10.713
71,-26.79802,2020-02-04 16:51:28.417000+00:00,2,95.34527133212494,87.49369305813448,9.695541,498.24982,8.904816,-17.893204,0.21965657,5.9874997,3.133573,2020-02-04 16:51:28.417
72,-36.357536,2020-02-15 10:52:48.988000+00:00,2,79.8072277662215,88.06914565516367,,14337.32,15.9266205,-20.581665,0.23996046,7.9240656,-1.6407318,2020-02-15 10:52:48.988
73,-26.29776,2020-02-16 10:48:59.941000+00:00,2,79.75093284418735,88.06717012233743,4.613678,722.99115,3.7234344,-22.589966,0.2419808,2.1039546,12.999545,2020-02-16 10:48:59.941
74,-28.808197,2020-02-07 16:54:09.011000+00:00,2,93.82184411861633,87.6470985080551,,26519.254,8.593567,-20.21463,0.22130367,4.9023585,1.1818914,2020-02-07 16:54:09.011
75,-34.929245,2020-02-15 04:50:30.910000+00:00,2,79.92909496556553,88.06902757420981,18.643814,1613.1722,17.936447,-16.992798,0.21833132,5.701191,-1.4377036,2020-02-15 04:50:30.910
76,-33.17137,2020-02-17 10:57:39.423000+00:00,2,78.92872424260167,88.073609346255,12.0529785,913.43585,11.95137,-21.209763,0.2511877,6.9926157,2.1882582,2020-02-17 10:57:39.423
77,-22.977028,2020-02-24 10:59:21.751000+00:00,2,54.79588932293762,88.58973259193073,6.396858,825.2336,6.1879272,-17.069275,0.43188006,10.551296,10.199245,2020-02-24 10:59:21.751
78,-20.973602,2020-02-14 04:52:27.323000+00:00,2,80.99422071192042,88.0115685811649,10.04422,884.66907,9.272842,-11.564636,0.38067934,7.548073,4.763629,2020-02-14 04:52:27.323
79,-21.316818,2020-02-06 16:50:49.101000+00:00,2,93.86527345330278,87.62055429443375,,27459.006,-0.25878906,-21.692657,0.24550675,7.5585175,2.739582,2020-02-06 16:50:49.101
80,-14.170166,2020-02-03 10:49:26.453000+00:00,2,93.38312804286345,87.42014125692025,0.5782776,6.416584,-5.1791534,-18.771042,0.35166147,5.4436297,3.2640338,2020-02-03 10:49:26.453
81,-12.844086,2020-02-19 04:49:29.491000+00:00,2,74.59998305316107,88.20984388932378,0.5414734,704.8488,-1.8840637,-14.728149,0.45307064,10.569897,15.007605,2020-02-19 04:49:29.491
82,-29.387482,2020-02-12 16:57:37.233000+00:00,2,86.95553902826433,87.90200741843647,,21137.361,10.118759,-19.268723,0.21014729,7.308423,9.521926,2020-02-12 16:57:37.233
83,-18.627884,2020-02-20 22:47:37.220000+00:00,2,67.76969093993284,88.44340957031132,,20984.049,-3.115982,-21.743866,0.20643298,10.070404,8.75806,2020-02-20 22:47:37.220
84,-29.617859,2020-02-18 04:53:37.252000+00:00,2,77.81367025541151,88.08742542627914,12.962219,457.75305,8.746826,-20.538666,0.25545996,6.7799497,0.41050768,2020-02-18 04:53:37.252
85,-32.295334,2020-02-02 10:55:10.777000+00:00,2,94.85291687723655,87.35008840786722,9.135941,1973.894,5.1883545,-27.10698,0.22372878,7.1373243,-5.5996,2020-02-02 10:55:10.777
86,-12.676941,2020-02-19 22:44:46.763000+00:00,2,70.84229400570769,88.32759457177555,2.4501343,958.4407,2.165924,-10.511017,0.3747901,11.773481,5.3391094,2020-02-19 22:44:46.763
87,,2020-02-13 16:51:14.886000+00:00,2,82.99953047430574,87.97933459701466,,28478.47,8.598587,-19.304138,0.3693116,,,2020-02-13 16:51:14.886
88,-27.203712,2020-02-01 05:14:51.047000+00:00,2,96.2352292660002,87.46695598499761,6.5576096,1228.7416,5.42511,-22.02835,0.24327725,14.643391,-2.8500671,2020-02-01 05:14:51.047
89,-18.321915,2020-02-22 22:43:47.566000+00:00,2,63.42275400028724,88.57661816633338,,21110.14,-0.92318726,-19.245102,0.20432474,8.323178,6.7404222,2020-02-22 22:43:47.566
90,,2020-02-02 04:51:33.843000+00:00,2,95.55591660369866,87.3447715309474,,2738.4072,5.1017456,-29.293564,0.33168644,,,2020-02-02 04:51:33.843
91,-26.63086,2020-02-10 16:47:31.660000+00:00,2,91.4398589044285,87.79714896426714,,26448.996,9.038849,-17.59201,0.2722172,7.7059603,5.570779,2020-02-10 16:47:31.660
92,-21.829124,2020-02-18 10:49:46.730000+00:00,2,77.20001335169187,88.1074817772673,8.054588,670.56696,5.714691,-16.000122,0.27109286,5.940962,5.4388266,2020-02-18 10:49:46.730
93,-33.69928,2020-02-01 10:59:17.717000+00:00,2,95.68807655851009,87.39833583358062,,9004.582,5.3355713,-28.447388,0.24422851,14.150108,6.3945312,2020-02-01 10:59:17.717
94,,2020-02-09 16:50:37.647000+00:00,2,92.70388575569194,87.74420564200425,,22208.688,10.737869,-18.564835,0.20091617,,,2020-02-09 16:50:37.647
95,-14.47406,2020-02-19 10:50:51.153000+00:00,2,73.26081943117259,88.25531282344825,,18652.148,-1.2940369,-15.768097,0.4699294,11.278193,12.093215,2020-02-19 10:50:51.153
96,-31.145767,2020-02-11 16:52:14.157000+00:00,2,89.34426458478207,87.8309338303843,,25460.559,7.3461914,-23.799576,0.24205218,6.8615537,11.144203,2020-02-11 16:52:14.157
97,-25.551918,2020-02-03 04:51:28.931000+00:00,2,93.22410538343698,87.40367751313165,11.489082,466.2716,7.962631,-17.885605,0.32842365,6.05959,5.8534694,2020-02-03 04:51:28.931
98,-18.530815,2020-02-21 22:43:32.350000+00:00,2,65.61227999647976,88.55109015681785,0.21013641,2.2057185,-2.2168427,-20.537521,0.2677013,10.695411,9.317246,2020-02-21 22:43:32.350
99,-25.081772,2020-02-08 17:02:07.980000+00:00,2,93.6668980787499,87.6894432988096,,25043.082,6.300476,-18.35347,0.24514595,4.5790763,6.6478076,2020-02-08 17:02:07.980
100,-23.539276,2020-02-23 22:45:31.084000+00:00,2,58.92301224262769,88.59879124920897,,22809.861,4.4089966,-19.13028,0.23357777,10.0748205,7.098918,2020-02-23 22:45:31.084
101,-25.27626,2020-02-05 04:54:28.083000+00:00,2,95.13980716657007,87.52699495258351,8.238022,828.7363,6.2375946,-18.497452,0.16842866,5.00686,8.67258,2020-02-05 04:54:28.083
102,-30.596619,2020-02-17 16:56:44.962000+00:00,2,78.46657558100479,88.07548695140527,11.477768,1134.4376,11.625092,-19.11885,0.27604103,5.4207444,3.0662389,2020-02-17 16:56:44.962
103,-18.78083,2020-02-06 10:56:30.161000+00:00,2,93.98946554550457,87.60919030979659,,26473.357,-4.582947,-23.071136,0.2722936,7.062729,5.486598,2020-02-06 10:56:30.161
104,-26.602371,2020-02-16 16:59:03.773000+00:00,2,79.71168222015375,88.06661396370266,5.1100464,685.90326,3.8036346,-22.798737,0.28419137,3.979395,5.3418055,2020-02-16 16:59:03.773
105,-23.284271,2020-02-04 04:52:51.318000+00:00,2,95.00120856811793,87.46594718698861,7.7493896,969.2598,6.1903687,-17.093903,0.17128967,6.1711664,9.352663,2020-02-04 04:52:51.318
106,,2020-02-24 22:46:50.919000+00:00,2,50.313241091521334,88.57851480344209,,9843.955,3.9743805,-18.363068,0.31409734,,,2020-02-24 22:46:50.919
107,-27.059082,2020-02-07 10:49:27.849000+00:00,2,93.78048711724621,87.64106540762872,,26404.12,6.2057037,-20.853378,0.22298226,4.2402334,0.8541503,2020-02-07 10:49:27.849
108,-26.114967,2020-02-04 10:54:23.489000+00:00,2,95.31114504275,87.47799860291694,9.218575,459.55548,8.256485,-17.932266,0.20023218,5.519946,5.3498917,2020-02-04 10:54:23.489
109,-26.163025,2020-02-07 04:50:16.619000+00:00,2,93.74763418371192,87.63501313581311,5.9241943,1660.3655,4.151016,-22.10669,0.27609268,4.366673,3.816671,2020-02-07 04:50:16.619
110,-35.10029,2020-02-15 16:51:26.417000+00:00,2,79.76090888406327,88.06817240169178,12.314049,2095.6423,10.779816,-24.389618,0.23652297,4.725684,1.5073814,2020-02-15 16:51:26.417
111,-25.237976,2020-02-25 23:10:21.975000+00:00,2,42.766054276851946,88.53003215459334,7.010437,333.74796,4.8171387,-20.227722,0.23707493,8.15213,10.973351,2020-02-25 23:10:21.975
112,-27.672424,2020-02-05 10:50:27.642000+00:00,2,94.8826174926641,87.5441775903136,,7414.485,7.158478,-20.513947,0.14289539,6.594712,9.52314,2020-02-05 10:50:27.642
113,-28.76616,2020-02-26 22:46:31.041000+00:00,2,38.35135177962742,88.45327997405856,8.1501465,804.4845,7.438919,-21.121246,0.2793128,7.021337,2.9153504,2020-02-26 22:46:31.041
114,-25.80017,2020-02-14 16:50:50.650000+00:00,2,80.1263460246477,88.04454251738979,11.201447,1549.8394,10.673538,-15.0466,0.2651641,3.1418734,11.111354,2020-02-14 16:50:50.650
115,-24.282806,2020-02-06 04:54:21.231000+00:00,2,94.11800667301695,87.59366221526618,,27225.713,4.1844025,-20.098404,0.27863893,5.4112697,4.8791203,2020-02-06 04:54:21.231
116,-27.00174,2019-11-29 22:54:59.383000+00:00,11,113.41291628271188,86.08315916931936,,28940.092,7.1341248,-19.872849,0.22921072,6.1930485,7.6387835,2019-11-29 22:54:59.383
117,-25.362854,2019-11-11 04:53:46.868000+00:00,11,116.43842088043523,85.87059165597537,5.417145,427.97086,3.6938171,-21.78975,0.21923888,6.531106,7.5361996,2019-11-11 04:53:46.868
118,-17.237793,2019-11-03 17:04:07.168000+00:00,11,120.92428974131026,85.91708972053644,0.0,-7.0180407,-4.4157104,-21.653503,0.13179702,7.310021,5.4825416,2019-11-03 17:04:07.168
119,,2019-11-08 04:57:56.463000+00:00,11,116.22710186309114,85.91019699026626,,698.5186,0.75761414,-21.390594,0.14470144,,,2019-11-08 04:57:56.463
120,-21.205536,2019-11-12 10:57:23.673000+00:00,11,117.54117308360158,86.0302066805499,8.85965,380.25507,5.646103,-15.826477,0.13849618,8.446332,0.9967909,2019-11-12 10:57:23.673
121,-6.903015,2019-11-16 21:53:51.738000+00:00,11,122.38440325189448,86.1140665091941,0.0,1.804641,-2.7944336,-9.697449,0.0816695,10.493226,14.966397,2019-11-16 21:53:51.738
122,-22.98272,2019-11-28 22:54:58.484000+00:00,11,115.5690382578592,86.13473514298238,3.312767,1038.603,2.6299438,-20.34932,0.23320745,7.304432,11.765121,2019-11-28 22:54:58.484
123,-21.309875,2019-11-02 16:54:09.506000+00:00,11,122.29454339294847,85.86808036032801,,-16.943571,2.1887054,-19.12117,0.19999999,4.1843767,1.0308714,2019-11-02 16:54:09.506
124,-27.905487,2019-11-10 05:07:04.700000+00:00,11,116.04571038552494,85.82289289735148,,-28.673769,3.1045532,-24.800934,0.123853266,2.242253,1.4185698,2019-11-10 05:07:04.700
125,-31.16629,2019-11-27 22:54:57.377000+00:00,11,117.37696514313076,86.16813605550976,,-61.65922,3.7126312,-27.406998,0.26735732,5.108532,6.3377657,2019-11-27 22:54:57.377
126,,2019-11-13 10:55:50.827000+00:00,11,117.9708133572631,86.11375922986284,,337.3499,5.124359,-15.425812,0.10096459,,,2019-11-13 10:55:50.827
127,-24.770073,2019-11-09 05:59:22.810000+00:00,11,115.78773051431368,85.85083372874124,,27151.957,2.5129852,-22.273193,0.13447468,6.4232893,-3.332502,2019-11-09 05:59:22.810
128,-15.846558,2019-11-18 16:58:12.728000+00:00,11,120.29789236047039,85.80697991506919,3.9415283,818.0964,3.1777954,-12.668762,0.22370337,3.9760997,4.4120655,2019-11-18 16:58:12.728
129,-28.975266,2019-11-10 10:54:04.291000+00:00,11,116.12983359081647,85.82529497825621,4.7930603,1217.3953,4.406845,-24.37642,0.17271599,4.433602,0.5087986,2019-11-10 10:54:04.291
130,-25.527817,2019-11-09 10:52:07.865000+00:00,11,115.78274104598363,85.83974297718986,3.1954498,1245.7572,3.1231842,-22.404633,0.14054109,5.411688,-1.2886052,2019-11-09 10:52:07.865
131,-13.394592,2019-11-13 05:00:10.981000+00:00,11,117.96932156640071,86.10093841076583,2.32193,242.61479,-5.275467,-18.67006,0.12482433,6.625331,6.30072,2019-11-13 05:00:10.981
132,-18.477798,2019-11-01 16:51:40.040000+00:00,11,122.77198511309635,85.83125637162246,1.8331451,539.5403,-6.124939,-24.602737,0.18425897,5.2018776,-2.693986,2019-11-01 16:51:40.040
133,-20.720062,2019-11-11 10:50:56.571000+00:00,11,116.56591893384895,85.90700832394761,2.79451,359.30304,-0.4671936,-21.079285,0.18044464,6.135109,7.034027,2019-11-11 10:50:56.571
134,-5.7329407,2019-11-19 16:57:36.359000+00:00,11,120.9565113209945,85.78349488674132,0.05053711,4.9126105,-4.4053955,-10.188873,0.21539773,10.389635,3.7239466,2019-11-19 16:57:36.359
135,-17.164612,2019-11-12 04:55:55.200000+00:00,11,117.39375367269095,86.0025896587502,6.8554993,497.1394,2.8155518,-14.34906,0.12393086,4.7444606,8.273863,2019-11-12 04:55:55.200
136,-22.622993,2019-11-08 10:53:04.845000+00:00,11,116.07710279903516,85.90015889687021,2.1864395,725.8827,1.4242401,-21.29338,0.13606203,1.7565675,1.8810005,2019-11-08 10:53:04.845
137,,2019-11-17 11:08:46.876000+00:00,11,122.57305100532743,86.00309370481705,,12.431933,-3.0247192,-16.340088,0.12355156,,,2019-11-17 11:08:46.876
138,-13.983597,2019-11-14 04:55:49.060000+00:00,11,118.18523192262555,86.16143259212635,6.61821,559.08954,-0.69802856,-14.643219,0.14899428,7.14819,-2.4560714,2019-11-14 04:55:49.060
139,,2019-11-06 16:56:04.521000+00:00,11,117.26416439197632,85.91928631311788,,14.737835,-4.500778,-22.674469,0.1597241,,,2019-11-06 16:56:04.521
140,-6.2000732,2019-11-16 10:52:46.252000+00:00,11,120.75714174472732,86.1636586088981,0.07131958,2.606705,-4.552185,-10.680939,0.35663366,6.4605246,16.241127,2019-11-16 10:52:46.252
141,,2019-11-07 16:57:43.589000+00:00,11,116.50457917198247,85.91728410809151,,548.46234,1.4300537,-22.460434,0.19648948,,,2019-11-07 16:57:43.589
142,-14.917694,2019-11-15 04:50:40.181000+00:00,11,118.36391128152809,86.19025892092593,,-14.637695,-0.54019165,-15.516327,0.16003367,2.494523,9.499774,2019-11-15 04:50:40.181
